100000841|2|||
100000842|2|||
100000843|2|||
100000844|2|||
100000845|2|||
100000846|2|||
100000847|2|||
100000848|2|||
100000849|2|||
100000850|2|||
100000851|2|||
100000852|2|||
100000853|2|||
100000854|2|||
100000855|2|||
100000856|2|||
100000857|2|||
100000858|2|||
100000859|2|||
100000860|2|||
100000861|2|||
100000862|2|||
100000863|2|||
100000864|2|||
100000865|2|||
100000866|2|||
100000867|2|||
100000868|2|||
100000869|2|||
100000870|2|||
100000871|2|||
100000872|2|||
100000873|2|||
100000874|2|||
100000875|2|||
100000876|2|||
100000877|2|||
100000878|2|||
100000879|2|||
100000880|2|||
100000881|2|||
100000882|2|||
100000883|2|||
100000884|2|||
100000885|2|||
100000886|2|||
100000887|2|||
100000888|2|||
100000889|2|||
100000890|2|||
100000891|2|||
100000892|2|||
100000893|2|||
100000894|2|||
100000895|2|||
100000896|2|||
100000897|2|||
100000898|2|||
100000899|2|||
100000900|2|||
100000901|2|||
100000902|2|||
100000903|2|||
100000904|2|||
100000905|2|||
100000906|2|||
100000907|2|||
100000908|2|||
100000909|2|||
100000910|2|||
100000911|2|||
100000912|2|||
100000913|2|||
100000914|2|||
100000915|2|||
100000916|2|||
100000921|2|||
100000922|2|||
100000923|2|||
100000924|2|||
100000925|3|||
100000926|3|||
100000927|3|||
100000928|3|||
100000929|3|||
100000930|3|||
100000931|3|||
100000932|3|||
100000933|3|||
100000934|3|||
100000935|3|||
100000936|3|||
100000937|3|||
100000938|3|||
100000939|3|||
100000940|3|||
100000941|3|||
100000942|3|||
100000943|3|||
100000944|3|||
100001135|2|||
100001136|2|||
100001137|2|||
100001138|2|||
100001143|2|||
100001144|2|||
100001145|2|||
100001146|2|||
100001147|2|||
100001148|2|||
100001149|2|||
100001150|2|||
100001151|2|||
100001152|2|||
100001153|2|||
100001154|2|||
100001155|2|||
100001156|2|||
100001157|2|||
100001158|2|||
100001159|2|||
100001160|2|||
100001161|2|||
100001162|2|||
100001163|2|||
100001164|2|||
100001165|2|||
100001166|2|||
100001167|2|||
100001168|2|||
100001169|2|||
100001170|2|||
100001171|2|||
100001172|2|||
100001173|2|||
100001174|2|||
100001175|2|||
100001176|2|||
100001177|2|||
100001178|2|||
100001179|2|||
100001180|2|||
100001181|2|||
100001182|2|||
100001183|2|||
100001184|2|||
100001185|2|||
100001186|2|||
100001187|2|||
100001188|2|||
100001189|2|||
100001190|2|||
100001191|2|||
100001192|2|||
100001193|2|||
100001194|2|||
100001195|2|||
100001196|2|||
100001197|2|||
100001198|2|||
100001199|2|||
100001200|2|||
100001201|2|||
100001202|2|||
100001203|2|||
100001204|2|||
100001205|2|||
100001206|2|||
100001207|2|||
100001208|2|||
100001209|2|||
100001210|2|||
100001211|2|||
100001212|2|||
100001213|2|||
100001214|2|||
100001215|2|||
100001216|2|||
100001217|2|||
100001218|2|||
100002405|3|||
100002406|3|||
100002407|3|||
100002408|3|||
100002409|3|||
100002410|3|||
100002411|3|||
100002412|3|||
100002413|3|||
100002414|3|||
100002415|3|||
100002416|3|||
100002417|3|||
100002418|3|||
100002419|3|||
100002420|3|||
100002421|3|||
100002422|3|||
100002423|3|||
100002424|3|||
100002425|3|||
100002426|3|||
100002427|3|||
100002428|3|||
100002429|3|||
100002430|3|||
100002431|3|||
100002432|3|||
100002433|3|||
100002434|3|||
100002435|3|||
100002436|3|||
100002437|3|||
100002438|3|||
100002439|3|||
100002440|3|||
100002441|3|||
100002442|3|||
100002443|3|||
100002444|3|||
100002445|3|||
100002446|3|||
100002447|3|||
100002448|3|||
100002449|3|||
100002450|3|||
100002451|3|||
100002452|3|||
100002453|3|||
100002454|3|||
100002455|3|||
100002456|3|||
100002457|3|||
100002458|3|||
100002459|3|||
100002460|3|||
100002461|3|||
100002462|3|||
100002463|3|||
100002464|3|||
100002465|3|||
100002466|3|||
100002467|3|||
100002468|3|||
100002469|3|||
100002470|3|||
100002471|3|||
100002472|3|||
100002473|3|||
100002474|3|||
100002475|3|||
100002476|3|||
100002477|3|||
100002478|3|||
100002479|3|||
100002480|3|||
100002481|3|||
100002482|3|||
100002483|3|||
100002484|3|||
100002485|3|||
100002486|3|||
100002487|3|||
100002488|3|||
100002489|3|||
100002490|3|||
100002491|3|||
100002492|3|||
100002493|3|||
100002494|3|||
100002495|3|||
100002496|3|||
100002497|3|||
100002498|3|||
100002499|3|||
100002500|3|||
100002501|3|||
100002502|3|||
100002503|3|||
100002504|3|||
100002505|3|||
100002506|3|||
100002507|3|||
100002508|3|||
100002509|3|||
100002510|3|||
100002511|3|||
100002512|3|||
100002513|3|||
100002514|3|||
100002515|3|||
100002516|3|||
100002517|3|||
100002518|3|||
100002519|3|||
100002520|3|||
100002521|3|||
100002522|3|||
100002523|3|||
100002524|3|||
100002525|3|||
100002526|3|||
100002527|3|||
100002528|3|||
100002529|3|||
100002530|3|||
100002531|3|||
100002532|3|||
100002533|3|||
100002534|3|||
100002535|3|||
100002536|3|||
100002537|3|||
100002538|3|||
100002539|3|||
100002540|3|||
100002541|3|||
100002542|3|||
100002543|3|||
100002544|3|||
100002545|3|||
100002546|3|||
100002547|3|||
100002548|3|||
100002549|3|||
100002550|3|||
100002551|3|||
100002552|3|||
100002553|3|||
100002554|3|||
100002555|3|||
100002556|3|||
100002557|3|||
100002558|3|||
100002559|3|||
100002560|3|||
100002561|3|||
100002562|3|||
100002563|3|||
100002564|3|||
100002565|3|||
100002566|3|||
100002567|3|||
100002568|3|||
100002569|3|||
100002570|3|||
100002571|3|||
100002572|3|||
100002573|3|||
100002574|3|||
100002575|3|||
100002576|3|||
100002577|3|||
100002578|3|||
100002579|3|||
100002580|3|||
100002581|3|||
100002582|3|||
100002583|3|||
100002584|3|||
100002585|3|||
100002586|3|||
100002587|3|||
100002588|3|||
100002589|3|||
100002590|3|||
100002591|3|||
100002592|3|||
100002593|3|||
100002594|3|||
100002595|3|||
100002596|3|||
100002597|3|||
100002598|3|||
100002599|3|||
100002600|3|||
100002601|3|||
100002602|3|||
100002603|3|||
100002604|3|||
100002605|3|||
100002606|3|||
100002607|3|||
100002608|3|||
100002609|3|||
100002610|3|||
100002611|3|||
100002612|3|||
100002613|3|||
100002614|3|||
100002615|3|||
100002616|3|||
100002617|3|||
100002618|3|||
100002619|3|||
100002620|3|||
100002621|3|||
100002622|3|||
100002623|3|||
100002624|3|||
100002625|3|||
100002626|3|||
100002627|3|||
100002628|3|||
100002629|3|||
100002630|3|||
100002631|3|||
100002632|3|||
100002633|3|||
100002634|3|||
100002635|3|||
100002636|3|||
100002637|3|||
100002638|3|||
100002639|3|||
100002640|3|||
100002641|3|||
100002642|3|||
100002643|3|||
100002644|3|||
100002645|3|||
100002646|3|||
100002647|3|||
100002648|3|||
100002649|3|||
100002650|3|||
100002651|3|||
100002652|3|||
100002653|3|||
100002654|3|||
100002655|3|||
100002656|3|||
100002657|3|||
100002658|3|||
100002659|3|||
100002660|3|||
100002661|3|||
100002662|3|||
100002663|3|||
100002664|3|||
100002665|3|||
100002666|3|||
100002667|3|||
100002668|3|||
100002669|3|||
100002670|3|||
100002671|3|||
100002672|3|||
100002673|3|||
100002674|3|||
100002675|3|||
100002676|3|||
100002677|3|||
100002678|3|||
100002679|3|||
100002680|3|||
100002681|3|||
100002682|3|||
100002683|3|||
100002684|3|||
100002685|3|||
100002686|3|||
100002687|3|||
100002688|3|||
100002689|3|||
100002690|3|||
100002691|3|||
100002692|3|||
100002693|3|||
100002694|3|||
100002695|3|||
100002696|3|||
100002697|3|||
100002698|3|||
100002699|3|||
100002700|3|||
100002701|3|||
100002702|3|||
100002703|3|||
100002704|3|||
100002705|3|||
100002706|3|||
100002707|3|||
100002708|3|||
100002709|3|||
100002710|3|||
100002711|3|||
100002712|3|||
100002713|3|||
100002714|3|||
100002715|3|||
100002716|3|||
100002717|3|||
100002718|3|||
100002719|3|||
100002720|3|||
100002721|3|||
100002722|3|||
100002723|3|||
100002724|3|||
100002731|1|7198959||
100003551|1|12069424||
100003552|1|12069449||
100003553|1|5385723||
100004070|1|11913210||
100004071|1|6469154||
100004072|1|5939450||
100004073|1|11918630||
100004074|4||284.8872|42.4034
100004075|4||290.2808|37.7990
100004076|4||286.7019|40.1852
100004077|4||288.4933|40.7358
