200004390|2||||ARP
200004391|2||||ARP
200004392|2||||ARP
200004393|2||||ARP
200004394|2||||ARP
200004395|2||||ARP
200004396|2||||ARP
200004397|2||||ARP
200004398|2||||ARP
200004399|2||||ARP
200004400|2||||ARP
200004401|2||||ARP
200004402|2||||ARP
200004403|2||||ARP
200004404|2||||ARP
200004405|2||||ARP
200004406|2||||ARP
200004407|2||||ARP
200004408|2||||ARP
200004409|2||||ARP
200004410|2||||ARP
200004411|2||||ARP
200004412|2||||ARP
200004413|2||||ARP
200004414|2||||ARP
200004415|2||||ARP
200004416|2||||ARP
200004417|2||||ARP
200004418|2||||ARP
200004419|2||||ARP
200004420|2||||ARP
200004421|2||||ARP
200004422|2||||ARP
200004423|2||||ARP
200004424|2||||ARP
200004425|2||||ARP
200004426|2||||ARP
200004427|2||||ARP
200004428|2||||ARP
200004429|2||||ARP
200004430|2||||ARP
200004431|2||||ARP
200004432|2||||ARP
200004433|2||||ARP
200004434|2||||ARP
200004435|2||||ARP
200004436|2||||ARP
200004437|2||||ARP
200004438|2||||ARP
200004439|2||||ARP
200004440|2||||ARP
200004441|2||||ARP
200004442|2||||ARP
200004443|2||||ARP
200004444|2||||ARP
200004445|2||||ARP
200004446|2||||ARP
200004447|2||||ARP
200004448|2||||ARP
200004449|2||||ARP
200004450|2||||ARP
200004451|2||||ARP
200004452|2||||ARP
200004453|2||||ARP
200004454|2||||ARP
200004455|2||||ARP
200004456|2||||ARP
200004457|2||||ARP
200004458|2||||ARP
200004459|2||||ARP
200004460|2||||ARP
200004461|2||||ARP
200004462|2||||ARP
200004463|2||||ARP
200004464|2||||ARP
200004465|2||||ARP
200004466|5||||TNO (225088) 2007 OR10 
200004467|5||||TNO (225088) 2007 OR10
200004468|5||||Neptune
200004469|5||||Neptune
200004470|5||||Neptune
200004471|5||||Neptune
200004472|5||||Neptune
200004473|5||||Neptune
200004474|5||||Neptune
200004475|5||||Neptune
200004476|5||||Neptune
200004477|5||||Neptune
200004478|5||||Neptune
200004479|5||||Neptune
200004480|5||||Neptune
200004481|5||||Neptune
200004482|5||||Neptune
200004483|5||||Neptune
200004484|5||||Neptune
200004485|5||||Neptune
200004486|5||||Neptune
200004487|5||||Neptune
200004488|5||||Neptune
200004489|5||||Neptune
200004490|5||||Neptune
200004491|5||||Neptune
200004492|5||||Neptune
200004493|5||||Neptune
200004494|5||||Neptune
200004495|5||||Neptune
200004496|5||||Neptune
200004497|5||||Neptune
200004498|5||||Neptune
200004499|5||||Neptune
200004500|5||||Neptune
200004501|5||||Neptune
200004502|5||||Neptune
200004503|5||||Neptune
200004504|5||||Neptune
200004505|5||||Neptune
200004506|5||||Neptune
200004507|5||||Neptune
200004508|5||||Neptune
200004509|5||||Neptune
200004510|5||||Neptune
200004511|5||||Neptune
200004512|5||||Neptune
200004513|5||||Neptune
200004514|5||||Neptune
200004515|5||||Neptune
200004516|5||||Neptune
200004517|5||||Neptune
200004518|5||||Neptune
200004519|5||||Neptune
200004520|5||||Neptune
200004521|5||||Neptune
200004522|5||||Neptune
200004523|5||||Neptune
200004524|5||||Neptune
200004525|5||||Neptune
200004526|5||||Neptune
200004527|5||||Neptune
200004528|5||||Neptune
200004529|5||||Neptune
200004530|5||||Neptune
200004531|5||||Neptune
200004532|5||||Neptune
200004533|5||||Neptune
200004534|5||||Neptune
200004535|5||||Neptune
200004536|5||||Neptune
200004537|5||||Neptune
200004538|5||||Neptune
200004539|5||||Neptune
200004540|5||||Neptune
200004541|5||||Neptune
200004542|5||||Neptune
200004543|5||||Neptune
200004544|5||||Neptune
200004545|5||||Neptune
200004546|5||||Neptune
200004547|5||||Neptune
200004548|5||||Neptune
200004549|5||||Neptune
200004550|5||||Neptune
200004551|5||||Neptune
200004552|5||||Neptune
200004553|5||||Neptune
200004554|5||||Neptune
200004555|5||||Neptune
200004556|5||||Neptune
200004557|5||||Neptune
200004558|5||||Neptune
200004559|5||||Neptune
200004560|5||||Neptune
200004561|5||||Neptune
200004562|5||||Neptune
200004563|5||||Neptune
200004564|5||||Neptune
200004565|5||||Neptune
200004566|5||||Neptune
200004567|5||||Neptune
200004568|5||||Neptune
200004569|5||||Neptune
200004570|5||||Neptune
200004571|5||||Neptune
200004572|5||||Neptune
200004573|5||||Neptune
200004574|5||||Neptune
200004575|5||||Neptune
200004576|5||||Neptune
200004577|5||||Neptune
200004578|5||||Neptune
200004579|5||||Neptune
200004580|5||||Neptune
200004581|5||||Neptune
200004582|5||||Neptune
200004583|5||||Neptune
200004584|5||||Neptune
200004585|5||||Neptune
200004586|5||||Neptune
200004587|5||||Neptune
200004588|5||||Neptune
200004589|5||||Neptune
200004590|5||||Neptune
200004591|5||||Neptune
200004592|5||||Neptune
200004593|5||||Neptune
200004594|5||||Neptune
200004595|5||||Neptune
200004596|5||||Neptune
